id,type,title,alt_text,area,system,collection,color,color_source,chip_description,shot_type,setting,market,date,quality,website_ready,tags,drive_path,web_copy
052745c0c26d,photo,Covered porch with tan full flake floor,"Glossy full flake patio floor with tan, brown and black chips outside a brick home with screen enclosure",patio_or_porch,full_flake,,,,"tan, brown, black and white chips, medium size",finished,residential,,2022-02-21,4,True,patio; covered porch; full flake; tan chips; brown chips; black chips; brick house; screen enclosure; glossy; exterior,Exterior & Porches (No Poly Enhance)/IMG_0272.JPG,m/052745c0c26d.jpg
2bb9090a1701,photo,Front porch with gray full flake floor,"Covered front porch with gray full flake floor coating, brick wall and white framed entry door",patio_or_porch,full_flake,,,,"gray base with gray, white, black and tan chips, small to medium size",finished,residential,,2022-02-21,4,True,porch; front entry; full flake; gray chips; brick wall; entry door; exterior floor; finished,Exterior & Porches (No Poly Enhance)/IMG_0286.JPG,m/2bb9090a1701.jpg
aa6cc8e0d00c,photo,Gray full flake coating on residential porch,"Close-up of a glossy gray, white and black full flake coating on a concrete porch beside a brick wall and house siding",patio_or_porch,full_flake,,,,"small gray, white and black chips over a gray base",close_up,residential,,2022-02-21,4,True,porch; exterior; full flake; gray chips; close up; glossy; residential; brick wall; concrete coating,Exterior & Porches (No Poly Enhance)/IMG_0289.JPG,m/aa6cc8e0d00c.jpg
7a14f23ba5b1,photo,Brick front porch with tan full flake floor,"Tan, brown and black full flake coating on a brick front porch entry by a white door",patio_or_porch,full_flake,,,,"tan, brown and black chips, small to medium size",finished,residential,,,4,True,front porch; full flake; tan chips; brown chips; black chips; brick wall; entryway; exterior; finished floor,Exterior & Porches (No Poly Enhance)/IMG_0675.JPG,m/7a14f23ba5b1.jpg
13cfb110fb2e,photo,Front porch entry with tan full flake floor,"Front porch with red brick walls and a tan, brown and black full flake concrete coating at the entry door",patio_or_porch,full_flake,,,,"tan, brown and black chips, small to medium size",finished,residential,,,4,True,porch; front entry; full flake; tan chips; brown chips; black chips; brick house; exterior; finished floor,Exterior & Porches (No Poly Enhance)/IMG_0676.JPG,m/13cfb110fb2e.jpg
51de4b729449,photo,Covered porch with sealed exposed aggregate floor,"Covered porch with sealed exposed aggregate concrete floor, brick planter and covered grills",patio_or_porch,unknown,,,,"natural exposed aggregate pebbles in brown, tan and gray tones with a wet-look sealer",finished,residential,,,4,True,porch; exposed aggregate; wet look sealer; exterior; covered patio; brick planter; residential; sealed concrete,Exterior & Porches (No Poly Enhance)/IMG_0677.JPG,m/51de4b729449.jpg
26343d610082,photo,Covered front porch with speckled flake floor,Covered front porch with stone columns and a tan and brown full flake coated concrete floor,patio_or_porch,full_flake,,,,"light tan-gray base with brown, black and white chips, small to medium size",finished,residential,,,4,True,porch; full flake; exterior; stone columns; tan chips; brown chips; covered porch; finished floor,Exterior & Porches (No Poly Enhance)/IMG_0681.JPG,m/26343d610082.jpg
87fb4ad09957,photo,Front porch with dark gray full flake floor,Covered front porch with a dark gray full flake floor coating beside a stone column and dark siding,patio_or_porch,full_flake,,,,"small gray, black, white and tan chips over a dark gray base",finished,residential,,,4,True,porch; exterior; full flake; gray chips; stone column; dark siding; covered porch; finished floor,Exterior & Porches (No Poly Enhance)/IMG_0682 2.JPG,m/87fb4ad09957.jpg
8e32e416df80,photo,Flake coated porch step edge by brick wall,Close up of a full flake coated concrete porch step edge beside a brick wall and mulch bed,patio_or_porch,full_flake,,,,"tan, brown and black chips with some white, small to medium size",close_up,residential,,,3,False,full flake; porch; step edge; exterior; tan chips; brown chips; black chips; brick wall; concrete coating,Exterior & Porches (No Poly Enhance)/IMG_0702.JPG,m/8e32e416df80.jpg
b9131408acf6,photo,Front porch with tan full flake floor,"Front porch and step coated in tan, brown and black full flake in front of a storm door, full flake porch floor coating",patio_or_porch,full_flake,,,,"tan base with brown, black and white chips, small to medium size",finished,residential,,,3,False,porch; front entry; full flake; tan chips; brown chips; exterior; storm door; step; finished floor,Exterior & Porches (No Poly Enhance)/IMG_0703.JPG,m/b9131408acf6.jpg
fff52671b48e,photo,Covered front porch with gray full flake floor,"Covered brick front porch with a light gray full flake coated floor, white columns and black shutters",patio_or_porch,full_flake,,,,"light gray and white chips with black speckles, small to medium size",finished,residential,,,4,True,porch; exterior; full flake; gray chips; brick house; white columns; black shutters; covered porch; finished floor,Exterior & Porches (No Poly Enhance)/IMG_0783.JPG,m/fff52671b48e.jpg
f9874859b40b,photo,Flake coated walkway with GatorGuard truck,"Curved outdoor walkway with tan full flake coating and GatorGuard truck parked nearby, full flake exterior floor coating",driveway_or_walkway,full_flake,,,,"tan base with brown, black and cream chips, small to medium size",finished,commercial,,,4,True,walkway; exterior; full flake; tan chips; brown chips; commercial; railings; gatorguard truck; finished; sunny,Exterior & Porches (No Poly Enhance)/IMG_0897.JPG,m/f9874859b40b.jpg
cad964405e99,photo,Flake coated front walkway with caution tape,"Freshly coated speckled walkway with yellow caution tape beside a white house, full flake exterior floor coating",driveway_or_walkway,full_flake,,,,"small tan, gray and brown chips, fine size",finished,residential,,,4,False,walkway; exterior; full flake; tan chips; caution tape; freshly coated; railing; front entrance,Exterior & Porches (No Poly Enhance)/IMG_0898.JPG,m/cad964405e99.jpg
b792669e9ab4,photo,Front porch steps with tan full flake coating,"Concrete front steps and porch coated in tan, brown and black full flake floor coating with black metal railings",steps_or_stairs,full_flake,,,,"tan, brown and black chips, small to medium size",finished,residential,,,4,True,front steps; porch; full flake; tan chips; brown chips; exterior; railings; residential; finished,Exterior & Porches (No Poly Enhance)/IMG_0899.JPG,m/b792669e9ab4.jpg
31878209f821,photo,Coated accessibility ramp with black railings,Exterior ramp with full flake floor coating in tan and brown chips between black metal railings,driveway_or_walkway,full_flake,,,,"tan, brown, black and gray chips, fine to medium size",finished,residential,,,4,True,exterior; ramp; walkway; full flake; tan chips; brown chips; black railing; handicap ramp; finished floor; residential,Exterior & Porches (No Poly Enhance)/IMG_0900.JPG,m/31878209f821.jpg
5667b19bb351,photo,Wheelchair ramp porch with gray full flake floor,"Covered porch and accessibility ramp coated in a gray, tan and black full flake concrete floor coating with black metal railings",patio_or_porch,full_flake,,,,"gray, tan, black and brown chips, medium size",finished,residential,,,4,True,porch; ramp; full flake; gray chips; tan chips; exterior; metal railing; residential; finished,Exterior & Porches (No Poly Enhance)/IMG_0901.JPG,m/5667b19bb351.jpg
df45fe963574,photo,Front porch with gray full flake floor,"Gray full flake coated front porch with step, stone skirting and dark entry door",patio_or_porch,full_flake,,,,"gray, white and black chips, small to medium size",finished,residential,,2018-06-05,4,True,porch; full flake; gray floor; exterior; stone veneer; front door; steps; finished floor; gray white black chips,Exterior & Porches (No Poly Enhance)/IMG_0931.JPG,m/df45fe963574.jpg
beaf1d6809ea,photo,Covered porch with glossy gray solid color floor,"Covered back porch with a glossy light gray solid color floor, lawn and patio chairs beyond",patio_or_porch,solid_color,,,,"solid light gray coating, glossy, no chips visible",finished,residential,,,3,False,porch; exterior; solid color; gray floor; glossy; covered porch; patio furniture; lawn; residential; finished,Exterior & Porches (No Poly Enhance)/IMG_1141.JPG,m/beaf1d6809ea.jpg
a468322f6164,photo,Front porch with tan full flake floor,"Full flake coated front porch floor with tan, brown and black chips next to brick wall and red shutters",patio_or_porch,full_flake,,,,"tan, brown and black chips with some gray, small to medium size",finished,residential,,,4,True,porch; exterior; full flake; tan chips; brown chips; black chips; brick wall; red shutters; finished floor; residential,Exterior & Porches (No Poly Enhance)/IMG_1509.JPG,m/a468322f6164.jpg
07822aa3b51c,photo,Porch with tan full flake floor and sunburst saw cuts,"Glossy tan full flake porch floor with sunburst saw cut pattern against a brick wall, full flake patio coating",patio_or_porch,full_flake,,,,"tan base with fine brown and black chips, small size",finished,residential,,,4,True,porch; exterior; full flake; tan chips; brown chips; saw cut pattern; sunburst joints; brick wall; glossy; finished,Exterior & Porches (No Poly Enhance)/IMG_1626.JPG,m/07822aa3b51c.jpg
5ecb999c5e9e,photo,Sunroom porch with tan full flake floor,"Sunroom with brick walls and a tan full flake floor with saw cut lines, full flake floor coating",patio_or_porch,full_flake,,,,"tan and beige chips with small black and brown specks, fine to medium size",finished,residential,,,4,True,sunroom; porch; exterior; full flake; tan chips; beige chips; brick walls; saw cut joints; glossy; finished floor,Exterior & Porches (No Poly Enhance)/IMG_1627.JPG,m/5ecb999c5e9e.jpg
1abd0db7f77f,photo,Covered porch with tan full flake floor,"Covered porch with tan full flake floor coating, saw-cut grid pattern, brick stem wall and white doors",patio_or_porch,full_flake,,,,"tan and brown chips with small black and white chips, small size",finished,residential,,,4,True,porch; exterior; full flake; tan chips; brown chips; saw cut joints; brick wall; glossy finish; finished floor; patio,Exterior & Porches (No Poly Enhance)/IMG_1628 2.JPG,m/1abd0db7f77f.jpg
0f2c05f6d4e9,photo,Coated concrete steps with wood and metal railing,"Coated concrete front steps with tan flake finish, wood posts and black metal railings beside a brick wall",steps_or_stairs,full_flake,,,,"tan and beige chips with some darker flecks, fine to medium size",finished,residential,,,3,False,steps; stairs; exterior; tan chips; flake floor; railing; wood posts; brick wall; front entry; concrete steps,Exterior & Porches (No Poly Enhance)/IMG_1630.JPG,m/0f2c05f6d4e9.jpg
8930bdb8f7db,photo,Front porch and steps with tan full flake floor,"Front porch and steps coated in a speckled tan full flake floor coating, with caution tape by the railing",patio_or_porch,full_flake,,,,tan and beige chips with fine brown and black speckling,finished,residential,,,4,False,porch; front entry; steps; full flake; tan chips; exterior; residential; caution tape,Exterior & Porches (No Poly Enhance)/IMG_1705.JPG,m/8930bdb8f7db.jpg
a1e5cbf85766,photo,Gray full flake porch floor with brick walls,Low angle view of a glossy gray full flake coated porch floor against orange brick walls and a white door,patio_or_porch,full_flake,,,,"light gray base with white, gray and black chips, small to medium size",finished,residential,,,4,True,porch floor; full flake; exterior coating; gray chips; black chips; white chips; brick wall; glossy finish; finished floor,Exterior & Porches (No Poly Enhance)/IMG_1706.JPG,m/a1e5cbf85766.jpg
ccaf33aa1a48,photo,Front porch with light gray full flake floor,"Finished front porch with light gray full flake floor coating and brick edging, caution tape across entrance",patio_or_porch,full_flake,,,,"light gray chips with white and dark speckles, small to medium size",finished,residential,,,4,True,exterior; porch; full flake; light gray; brick border; residential; finished floor; caution tape; front entry,Exterior & Porches (No Poly Enhance)/IMG_1897.PNG,m/ccaf33aa1a48.jpg
e4105343407a,photo,Porch with brown and red full flake floor,"Glossy full flake porch floor with tan, brown and rust red chips beside brick wall and garden windows",patio_or_porch,full_flake,,,,"tan, brown, black and rust red chips, medium size, glossy clear coat",finished,residential,,,4,True,porch; exterior; full flake; tan brown red chips; glossy; brick wall; finished floor; residential,Exterior & Porches (No Poly Enhance)/IMG_1903.JPG,m/e4105343407a.jpg
e6179535ce35,photo,Glossy full flake coating on covered porch,"Glossy full flake floor with tan, gray and black chips on a covered porch with stone wall",patio_or_porch,full_flake,,,,"tan and gray base with black, white and gray chips, small to medium size",finished,residential,,,4,True,porch; patio; full flake; exterior floor; tan chips; gray chips; stone wall; sliding door; glossy finish; finished floor,Exterior & Porches (No Poly Enhance)/IMG_2130.JPG,m/e6179535ce35.jpg
0221c2f2bd77,photo,Backyard patio with tan full flake floor,"Backyard patio with tan full flake floor coating beside garden beds and house entry, full flake patio floor coating",patio_or_porch,full_flake,,,,"tan and brown chips with light dark accents, small to medium size",finished,residential,,,4,True,patio; backyard; exterior; full flake; tan chips; brown chips; garden; residential; finished floor,Exterior & Porches (No Poly Enhance)/IMG_2132.JPG,m/0221c2f2bd77.jpg
4ce153168844,photo,Brick home front porch with full flake floor,Front porch with light gray and tan full flake coating beside red brick walls and white trim,patio_or_porch,full_flake,,,,"light gray and tan chips with small black specks, fine chip size",finished,residential,,,4,True,porch; full flake; exterior; brick house; gray tan chips; front entry; residential; finished floor,Exterior & Porches (No Poly Enhance)/IMG_2133.JPG,m/4ce153168844.jpg
b24b31676fed,photo,Brick porch with tan full flake floor,"Covered brick front porch with a tan full flake coated concrete floor and a raised step, full flake porch floor coating",patio_or_porch,full_flake,,,,"tan base with small brown, black and white chips, small chip size",finished,residential,,,4,True,porch; exterior; full flake; tan chips; brown chips; brick house; front entry; step; finished floor,Exterior & Porches (No Poly Enhance)/IMG_2134.JPG,m/b24b31676fed.jpg
fe09003443fe,photo,Screened porch with brown full flake floor,Screened brick porch with a brown and tan full flake floor coating and sunlit finish,patio_or_porch,full_flake,,,,"tan, brown, black and white chips, small to medium size",finished,residential,,,4,True,porch; screened porch; full flake; brick walls; tan chips; brown chips; exterior; finished floor; sunlight,Exterior & Porches (No Poly Enhance)/IMG_2142.JPG,m/fe09003443fe.jpg
f78218b81cdc,photo,Covered brick porch with tan flake floor,Covered brick porch with a tan speckled flake concrete coating overlooking a green lawn,patio_or_porch,full_flake,,,,"tan and brown chips with dark accents, small to medium size",finished,residential,,,3,False,porch; patio; covered porch; brick house; tan chips; full flake; exterior; lawn; finished floor,Exterior & Porches (No Poly Enhance)/IMG_2145.JPG,m/f78218b81cdc.jpg
fa080f328b0e,photo,Screened porch with tan full flake floor,Screened porch with brick walls and a glossy tan full flake concrete coating with brown and cream chips,patio_or_porch,full_flake,,,,"tan and brown chips with cream and black flecks, medium size",finished,residential,,,4,True,porch; screened porch; full flake; tan chips; brown chips; glossy floor; brick wall; exterior; residential; finished floor,Exterior & Porches (No Poly Enhance)/IMG_2153.JPG,m/fa080f328b0e.jpg
8429a4f11e0e,photo,Covered porch with tan full flake floor,"Low angle view of a glossy tan, brown and black full flake coating on a covered brick porch, full flake patio floor coating",patio_or_porch,full_flake,,,,"tan, brown, black and white chips, small to medium size, glossy clear coat",finished,residential,,,4,True,full flake; covered porch; patio floor; tan chips; brown chips; glossy floor; brick walls; exterior; plastic sheeting,Exterior & Porches (No Poly Enhance)/IMG_2158.JPG,m/8429a4f11e0e.jpg
5d7256015903,photo,Covered back patio with speckled flake floor,"Covered residential patio with a glossy speckled flake floor coating, curved edge, glass doors and landscaped backyard",patio_or_porch,full_flake,,,,"fine tan, gray and cream chips, small size",finished,residential,,,4,True,patio; covered patio; full flake; exterior floor; speckled floor; tan gray chips; backyard; glossy finish; residential,Exterior & Porches (No Poly Enhance)/IMG_2180.JPG,m/5d7256015903.jpg
fb2f4c40f194,photo,Covered porch with tan full flake floor,"Covered residential porch with glossy full flake floor coating in tan, brown and black chips, stone fireplace and garden view",patio_or_porch,full_flake,,,,"tan, brown, black and white chips, medium size",finished,residential,,,4,True,covered porch; full flake; exterior floor; tan chips; brown chips; stone fireplace; glossy finish; patio coating; finished floor,Exterior & Porches (No Poly Enhance)/IMG_2181 2.JPG,m/fb2f4c40f194.jpg
92d692fd5a6a,photo,Sunroom with glossy gray coated floor,"Sunroom with glossy gray solid color floor coating, stone accent wall and windows",patio_or_porch,solid_color,,,,"smooth glossy gray floor, no chips or swirl pattern visible",finished,residential,,,4,True,sunroom; gray floor; solid color; glossy; windows; stone accent wall; interior; finished floor,Exterior & Porches (No Poly Enhance)/IMG_2327.JPG,m/92d692fd5a6a.jpg
dc1296ab2790,photo,Sunlit room with tan solid color floor,Glossy tan solid color coated floor in a bright room with windows and a stone accent wall,patio_or_porch,solid_color,,,,"flat tan-beige solid coating, no chips or swirl",finished,residential,,,4,True,solid color floor; tan floor; glossy finish; interior room; windows; stone wall; finished floor,Exterior & Porches (No Poly Enhance)/IMG_2328.JPG,m/dc1296ab2790.jpg
223971d49da8,photo,Screened porch with gray full flake floor,"Gray full flake coated porch floor beside a white framed screen enclosure, full flake porch floor coating",patio_or_porch,full_flake,,,,"gray base with fine tan, white and gray chips, small size",finished,residential,,,4,True,porch; exterior; full flake; gray chips; tan chips; screen enclosure; glossy; finished floor; residential,Exterior & Porches (No Poly Enhance)/IMG_2330.JPG,m/223971d49da8.jpg
16de036f3082,photo,Covered porch with light gray full flake floor,"Covered front porch with a light gray full flake floor coating, white columns and a brick wall",patio_or_porch,full_flake,,,,"light gray base with white, black and gray chips, small size",finished,residential,,,4,False,porch; exterior; full flake; light gray chips; white black chips; brick wall; white columns; finished floor,Exterior & Porches (No Poly Enhance)/IMG_2333.JPG,m/16de036f3082.jpg
cb3c7e15c0a6,photo,Covered porch with gray full flake floor,"Covered porch with light gray speckled full flake floor coating, white posts and a work van outside",patio_or_porch,full_flake,,,,"light gray base with fine gray, white and black chips",finished,residential,,,4,True,porch; exterior; full flake; gray chips; white posts; speckled floor; patio floor; sunny; finished,Exterior & Porches (No Poly Enhance)/IMG_2334.JPG,m/cb3c7e15c0a6.jpg
28f5769f1e08,photo,Flake coated front porch with brick exterior,Gray full flake coating on a brick front porch beside a garden pond and green double doors,patio_or_porch,full_flake,,,,"light gray, white and charcoal chips, small to medium size",finished,residential,,,4,True,front porch; exterior; full flake; gray chips; brick house; double doors; garden pond; finished floor; steps,Exterior & Porches (No Poly Enhance)/IMG_2635.JPG,m/28f5769f1e08.jpg
08ba8422e099,photo,Light gray full flake porch floor at entry,Light gray full flake coated porch floor in front of a stone veneer wall and entry door,patio_or_porch,full_flake,,,,"light gray base with white, light gray and small dark chips, fine to medium size",finished,residential,,,4,True,full flake; porch; exterior; light gray chips; stone veneer; entry door; residential; finished floor,Exterior & Porches (No Poly Enhance)/IMG_2637.JPG,m/08ba8422e099.jpg
af57c04ed543,photo,Front porch with gray coated concrete floor,"Covered front porch with stone veneer walls, columns and a gray coated concrete floor",patio_or_porch,solid_color,,,,"flat medium gray coating, no chips visible",finished,residential,,,4,True,front porch; exterior; gray coating; solid color; stone veneer; columns; finished floor; residential,Exterior & Porches (No Poly Enhance)/IMG_2638.JPG,m/af57c04ed543.jpg
4812952d1daa,photo,Stone walled porch with fine speckled flake floor,"Enclosed porch with stone walls, brick fireplace and a fine tan gray speckled full flake floor coating",patio_or_porch,full_flake,,,,"very fine tan and gray speckled chips, hard to read at this distance",finished,residential,,2022-05-13,4,True,porch; stone wall; brick fireplace; full flake; fine chips; tan gray; finished floor; exterior,Exterior & Porches (No Poly Enhance)/IMG_2658.JPG,m/4812952d1daa.jpg
71bb7eaabaa4,photo,Covered patio with sealed stamped concrete floor,Covered brick porch with glossy stamped concrete patio floor in a random stone pattern,patio_or_porch,stamped_concrete,,,,tan and brown stamped stone pattern with glossy sealer,finished,residential,,,4,True,stamped concrete; patio; covered porch; glossy sealer; random stone pattern; exterior; tan brown; brick house,Exterior & Porches (No Poly Enhance)/IMG_2920.JPG,m/71bb7eaabaa4.jpg
69b2972cb3fc,photo,Front porch with warm brown full flake floor,"Low angle view of a coated front porch with tan, brown and red flake chips beside a brick house, full flake porch floor coating",patio_or_porch,full_flake,,,,"tan and brown chips with red and black accents, medium size",finished,residential,,,4,True,porch; exterior; full flake; tan chips; red chips; brick house; white railing; residential; finished floor,Exterior & Porches (No Poly Enhance)/IMG_3009.JPG,m/69b2972cb3fc.jpg
8a0b500e6d9a,photo,Covered porch with tan full flake floor,Covered residential porch with a glossy tan full flake floor coating and plastic sheeting on the railings,patio_or_porch,full_flake,,,,"mostly tan chips with subtle brown and cream, fine to medium size",finished,residential,,,4,True,porch; covered patio; full flake; tan chips; exterior floor; glossy finish; residential; brown siding,Exterior & Porches (No Poly Enhance)/IMG_3103 2.JPG,m/8a0b500e6d9a.jpg
838ad4594b31,photo,Freshly coated flake floor on covered porch,Low angle view of a wet full flake coated floor on a covered porch with plastic masking on railings,patio_or_porch,full_flake,,,,"tan, brown and black chips, small size, wet glossy clear coat",in_progress,residential,,,4,False,porch; covered porch; full flake; wet clear coat; tan and brown chips; exterior; masking plastic; brick wall; in progress,Exterior & Porches (No Poly Enhance)/IMG_3104.JPG,m/838ad4594b31.jpg
bd39d1d5c72c,photo,Back patio with light gray full flake floor,"Coated concrete patio with light gray, white and tan flake finish behind a brick house, full flake patio floor",patio_or_porch,full_flake,,,,"small gray, white and tan chips with a few brown and red flecks on a light base",finished,residential,,,4,True,patio; exterior; full flake; gray chips; tan chips; brick house; backyard; finished floor; sunny day; wood fence,Exterior & Porches (No Poly Enhance)/IMG_3152.JPG,m/bd39d1d5c72c.jpg
4c433bba6c81,photo,Back patio with gray full flake floor,"Brick home back patio coated in light gray full flake with saw-cut joints, full flake patio floor coating",patio_or_porch,full_flake,,,,"light gray base with gray, white and black chips, small to medium size",finished,residential,,,4,True,patio; back patio; full flake; gray flakes; brick house; saw cut joints; exterior; residential; sunny; finished floor,Exterior & Porches (No Poly Enhance)/IMG_3153.JPG,m/4c433bba6c81.jpg
b54942eb0be3,photo,Front porch and walkway with gray full flake floor,"Gray full flake coated front porch and walkway by brick house with hedge, full flake floor coating",patio_or_porch,full_flake,,,,"light gray base with white, gray and black chips, small to medium size",finished,residential,,,3,False,porch; walkway; exterior; full flake; gray chips; white chips; brick house; finished; phone screenshot,Exterior & Porches (No Poly Enhance)/IMG_3187.PNG,m/b54942eb0be3.jpg
58537f6a874e,photo,Covered front porch with gray full flake floor,Covered brick front porch with a gray full flake floor coating and white railing,patio_or_porch,full_flake,,,,"gray base with white, black and light gray chips, small to medium size",finished,residential,,,4,True,front porch; exterior; full flake; gray chips; white railing; brick house; covered porch; finished floor; residential,Exterior & Porches (No Poly Enhance)/IMG_3200.JPG,m/58537f6a874e.jpg
180c69e3b256,photo,Gray flake coated stem wall beside rock bed,Close-up of a gray full flake coated concrete edge along a river rock landscaping bed outside a white home,other_exterior,full_flake,,,,"small black, white and gray chips on a light gray base",close_up,residential,,,4,False,full flake; stem wall; exterior; gray chips; close up; landscaping rocks; edge detail; residential,Exterior & Porches (No Poly Enhance)/IMG_3400.JPG,m/180c69e3b256.jpg
e0277a5401e7,photo,Crew member pointing at chipped concrete step edge,"Gloved installer points to a chipped, crumbling concrete porch edge before coating repair",steps_or_stairs,bare_concrete,,,,,close_up,residential,,,3,False,concrete damage; chipped concrete; porch step; cracked edge; before; repair; exterior; crew hand; close up,Exterior & Porches (No Poly Enhance)/IMG_3458.JPG,m/e0277a5401e7.jpg
8803ecfdb370,photo,Thumbs up over gray flake porch floor,Hand giving thumbs up over a gray full flake coated front porch with steps,patio_or_porch,full_flake,,,,"gray, white and black chips, small to medium size",finished,residential,,,4,False,porch; exterior; full flake; gray chips; thumbs up; front steps; residential; finished floor,Exterior & Porches (No Poly Enhance)/IMG_3459.JPG,m/8803ecfdb370.jpg
0b0738d588a2,photo,Front porch bare concrete before coating,"Bare concrete front porch and painted steps with extension cords, before coating",patio_or_porch,bare_concrete,,,,,before,residential,,,3,False,porch; before; bare concrete; front entry; steps; residential; exterior; extension cords,Exterior & Porches (No Poly Enhance)/IMG_3460.JPG,m/0b0738d588a2.jpg
263a515e747a,photo,Front porch with gray full flake floor,"Front porch and entry steps coated in gray full flake with white siding and columns, full flake porch floor coating",patio_or_porch,full_flake,,,,"gray, white and black chips, small size",finished,residential,,,4,True,porch; front entry; full flake; gray chips; steps; exterior; white siding; columns; finished floor,Exterior & Porches (No Poly Enhance)/IMG_3462.JPG,m/263a515e747a.jpg
378f4b798fb3,photo,Front porch with light gray full flake floor,"Covered front porch with light gray speckled full flake floor coating, white columns and rock landscaping",patio_or_porch,full_flake,,,,"light gray, white and black chips, fine size",finished,residential,,,4,True,porch; exterior; full flake; gray chips; white columns; rock landscaping; covered porch; finished,Exterior & Porches (No Poly Enhance)/IMG_3463.JPG,m/378f4b798fb3.jpg
1ae3ffd759c5,photo,Cracked worn concrete porch before coating,"Cracked concrete porch with flaking old gray coating beside a white garage door, before floor coating",patio_or_porch,bare_concrete,,,,,before,residential,,,3,False,porch; before; cracked concrete; worn coating; peeling paint; exterior; bare concrete,Exterior & Porches (No Poly Enhance)/IMG_3464.JPG,m/1ae3ffd759c5.jpg
fdea32db0054,photo,Cracked concrete porch during prep work,Cracked bare concrete porch with shop vacuum and extension cords during surface prep for coating,patio_or_porch,bare_concrete,,,,,in_progress,residential,,,3,False,porch; bare concrete; cracked concrete; prep work; shop vac; extension cords; exterior; in progress; white columns,Exterior & Porches (No Poly Enhance)/IMG_3465.JPG,m/fdea32db0054.jpg
e50cf592ef0f,photo,Covered front porch with gray flake floor,"Covered farmhouse porch with light gray flake floor coating, white columns and rock landscaping",patio_or_porch,full_flake,,,,"fine light gray and white chips, small size",finished,residential,,,4,True,porch; exterior; full flake; gray chips; white columns; farmhouse; covered porch; finished floor,Exterior & Porches (No Poly Enhance)/IMG_3466.JPG,m/e50cf592ef0f.jpg
57c81a360caa,photo,Porch step repair before and after coating,Before and after of damaged concrete porch step repaired and coated with gray flake floor coating,steps_or_stairs,full_flake,,,,"light gray and white chips, small size",before_after,residential,,,4,True,before and after; porch steps; concrete repair; cracked concrete; full flake; gray chips; exterior; thumbs up; step coating,Exterior & Porches (No Poly Enhance)/IMG_3467.JPG,m/57c81a360caa.jpg
5fff949f989a,photo,Porch before and after gray flake coating,"Split image: cracked porch concrete with grinding equipment before, and finished light gray full flake porch floor after",patio_or_porch,full_flake,,,,"light gray base with small white, gray and black chips",before_after,residential,,,4,True,porch; before and after; full flake; gray chips; cracked concrete; grinding; exterior; columns; farmhouse,Exterior & Porches (No Poly Enhance)/IMG_3468.JPG,m/5fff949f989a.jpg
36b12c5bca0e,photo,Porch before and after gray flake coating,Six-photo before and after of a concrete porch repaired and coated with a gray full flake floor,patio_or_porch,full_flake,,,,"gray base with white, black and light gray chips, small to medium size",before_after,residential,,,3,False,before and after; porch; exterior; full flake; gray chips; concrete repair; crack repair; steps; farmhouse porch; composite,Exterior & Porches (No Poly Enhance)/IMG_3469.JPG,m/36b12c5bca0e.jpg
ae7149c512b1,photo,Front porch with gray full flake floor,"Front porch with a gray, black and white full flake floor coating beside a brick wall and front door",patio_or_porch,full_flake,,,,"gray, black and white chips, small to medium size, wet-look clear coat",finished,residential,,,3,False,porch; exterior; full flake; gray chips; black chips; white chips; front door; brick; wet look; residential,Exterior & Porches (No Poly Enhance)/IMG_3594.JPG,m/ae7149c512b1.jpg
b058d8f20ff8,photo,Freshly coated front porch with caution tape,"Front porch of a brick home with a new brown and tan full flake floor coating, caution tape and ladder still in place",patio_or_porch,full_flake,,,,"tan, brown, black and gray chips, medium size",in_progress,residential,,,4,False,front porch; exterior; full flake; tan brown chips; caution tape; brick house; white columns; ladder; in progress; residential,Exterior & Porches (No Poly Enhance)/IMG_3595.JPG,m/b058d8f20ff8.jpg
32cd82878df5,photo,Screened porch with gray full flake floor,"Screened porch with gray full flake floor, wicker seating with red cushions and white brick walls",patio_or_porch,full_flake,,,,"gray base with white, black and light gray chips, small to medium size",finished,residential,,,3,False,porch; full flake; gray chips; white chips; black chips; wicker furniture; red cushions; white brick; finished floor; exterior,Exterior & Porches (No Poly Enhance)/IMG_4022.jpeg,m/32cd82878df5.jpg
bf2404ec2b09,photo,Concrete walkway along brick and stone house,Light gray concrete walkway beside a brick and stone house with gravel beds and a front porch fountain,driveway_or_walkway,bare_concrete,,,,,finished,residential,,,4,True,walkway; exterior; concrete sidewalk; brick house; stone veneer; gravel landscaping; front entry; broom finish concrete,Exterior & Porches (No Poly Enhance)/IMG_4104.HEIC,m/bf2404ec2b09.jpg
0fc9d5d5b7b3,photo,Raised brick porch with gray tan flake floor,"Raised brick home porch with speckled gray tan flake floor coating, wet glossy finish, full flake patio floor",patio_or_porch,full_flake,,,,"warm gray-tan base with fine gray, white and brown chips",finished,residential,,,4,True,porch; patio; exterior; full flake; gray tan chips; brick house; wet look; raised patio; finished floor; landscaping,Exterior & Porches (No Poly Enhance)/IMG_4125.JPG,m/0fc9d5d5b7b3.jpg
decba5603e30,photo,Front porch with gray full flake floor,"Brick home front porch with gray, white and black full flake coating, blue door and white columns",patio_or_porch,full_flake,,,,"gray, white and black chips, small to medium size",finished,residential,,,4,True,front porch; exterior; full flake; gray chips; white chips; black chips; brick house; blue door; columns; finished,Exterior & Porches (No Poly Enhance)/IMG_4540.JPG,m/decba5603e30.jpg
